# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 24
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00006.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00260.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00023.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00006.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00003.ppm
image = 00003; scale_factor = 0.31250; x =  313; y = 313; confidence = 0.01; MISS
image = 00011; scale_factor = 1.87460; x =  896; y = 263; confidence = 0.33; MISS
image = 00011; scale_factor = 1.87460; x =  947; y = 272; confidence = 0.45; MISS
image = 00011; scale_factor = 1.87460; x = 1021; y = 285; confidence = 0.31; MISS
image = 00011; scale_factor = 1.87460; x = 1064; y = 270; confidence = 0.32; MISS
image = 00011; scale_factor = 1.87460; x = 1115; y = 265; confidence = 0.11; MISS
image = 00011; scale_factor = 1.87460; x = 1157; y = 262; confidence = 0.29; MISS
image = 00011; scale_factor = 1.87460; x = 1196; y = 268; confidence = 0.45; MISS
image = 00011; scale_factor = 1.87460; x = 1276; y = 266; confidence = 0.33; MISS
image = 00011; scale_factor = 1.87460; x = 1342; y = 289; confidence = 0.33; MISS
image = 00011; scale_factor = 1.87460; x =   45; y = 312; confidence = 0.20; MISS
image = 00011; scale_factor = 1.87460; x =  102; y = 323; confidence = 0.21; MISS
image = 00011; scale_factor = 1.87460; x =  167; y = 321; confidence = 0.08; MISS
image = 00011; scale_factor = 1.87460; x =  230; y = 324; confidence = 0.31; MISS
image = 00011; scale_factor = 1.87460; x =  266; y = 317; confidence = 0.40; MISS
image = 00011; scale_factor = 1.87460; x =  315; y = 322; confidence = 0.01; MISS
image = 00011; scale_factor = 1.87460; x =  351; y = 327; confidence = 0.44; MISS
image = 00011; scale_factor = 1.87460; x =  429; y = 308; confidence = 0.32; MISS
image = 00011; scale_factor = 1.87460; x =  476; y = 333; confidence = 0.32; MISS
image = 00011; scale_factor = 1.87460; x =  516; y = 323; confidence = 0.49; MISS
image = 00011; scale_factor = 1.87460; x =  586; y = 322; confidence = 0.41; MISS
image = 00011; scale_factor = 1.87460; x =  668; y = 295; confidence = 0.05; MISS
image = 00011; scale_factor = 1.87460; x =  693; y = 323; confidence = 0.18; MISS
image = 00011; scale_factor = 1.87460; x =  748; y = 329; confidence = 0.42; MISS
image = 00011; scale_factor = 1.87460; x =  791; y = 304; confidence = 0.40; MISS
image = 00011; scale_factor = 1.87460; x =  852; y = 320; confidence = 0.25; MISS
image = 00011; scale_factor = 1.87460; x =  900; y = 334; confidence = 0.42; MISS
image = 00011; scale_factor = 1.87460; x =  943; y = 352; confidence = 0.49; MISS
image = 00011; scale_factor = 1.87460; x = 1003; y = 316; confidence = 0.45; MISS
image = 00011; scale_factor = 1.87460; x = 1061; y = 317; confidence = 0.41; MISS
image = 00011; scale_factor = 1.87460; x = 1136; y = 280; confidence = 0.32; MISS
image = 00011; scale_factor = 1.87460; x = 1175; y = 314; confidence = 0.32; MISS
image = 00011; scale_factor = 1.87460; x = 1216; y = 308; confidence = 0.19; MISS
image = 00011; scale_factor = 1.87460; x = 1273; y = 318; confidence = 0.01; MISS
image = 00011; scale_factor = 1.87460; x = 1320; y = 288; confidence = 0.27; MISS
image = 00011; scale_factor = 1.87460; x =   66; y = 347; confidence = 0.28; MISS
image = 00011; scale_factor = 1.87460; x =  106; y = 371; confidence = 0.19; MISS
image = 00011; scale_factor = 1.87460; x =  149; y = 364; confidence = 0.14; MISS
image = 00011; scale_factor = 1.87460; x =  213; y = 362; confidence = 0.23; MISS
image = 00011; scale_factor = 1.87460; x =  287; y = 370; confidence = 0.40; MISS
image = 00011; scale_factor = 1.87460; x =  350; y = 355; confidence = 0.48; MISS
image = 00011; scale_factor = 1.87460; x =  377; y = 373; confidence = 0.37; MISS
image = 00011; scale_factor = 1.87460; x =  417; y = 371; confidence = 0.34; MISS
image = 00011; scale_factor = 1.87460; x =  473; y = 367; confidence = 0.15; MISS
image = 00011; scale_factor = 1.87460; x =  527; y = 358; confidence = 0.26; MISS
image = 00011; scale_factor = 1.87460; x =  569; y = 371; confidence = 0.25; MISS
image = 00011; scale_factor = 1.87460; x =  650; y = 377; confidence = 0.39; MISS
image = 00011; scale_factor = 1.87460; x =  695; y = 371; confidence = 0.34; MISS
image = 00011; scale_factor = 1.87460; x =  716; y = 355; confidence = 0.46; MISS
image = 00011; scale_factor = 1.87460; x =  792; y = 365; confidence = 0.46; MISS
image = 00011; scale_factor = 1.87460; x =  854; y = 371; confidence = 0.15; MISS
image = 00011; scale_factor = 1.87460; x =  914; y = 362; confidence = 0.45; MISS
image = 00011; scale_factor = 1.87460; x =  942; y = 353; confidence = 0.46; MISS
image = 00011; scale_factor = 1.87460; x = 1024; y = 372; confidence = 0.28; MISS
image = 00011; scale_factor = 1.87460; x = 1063; y = 375; confidence = 0.35; MISS
image = 00011; scale_factor = 1.87460; x = 1114; y = 370; confidence = 0.37; MISS
image = 00011; scale_factor = 1.87460; x = 1150; y = 371; confidence = 0.45; MISS
image = 00011; scale_factor = 1.87460; x = 1223; y = 373; confidence = 0.10; MISS
image = 00011; scale_factor = 1.87460; x = 1272; y = 369; confidence = 0.16; MISS
image = 00011; scale_factor = 1.87460; x = 1328; y = 371; confidence = 0.20; MISS
image = 00011; scale_factor = 1.87460; x =   50; y = 424; confidence = 0.02; MISS
image = 00011; scale_factor = 1.87460; x =  102; y = 429; confidence = 0.35; MISS
image = 00011; scale_factor = 1.87460; x =  160; y = 425; confidence = 0.48; MISS
image = 00011; scale_factor = 1.87460; x =  216; y = 396; confidence = 0.49; MISS
image = 00011; scale_factor = 1.87460; x =  259; y = 411; confidence = 0.25; MISS
image = 00011; scale_factor = 1.87460; x =  338; y = 440; confidence = 0.27; MISS
image = 00011; scale_factor = 1.87460; x =  386; y = 397; confidence = 0.41; MISS
image = 00011; scale_factor = 1.87460; x =  450; y = 399; confidence = 0.26; MISS
image = 00011; scale_factor = 1.87460; x =  477; y = 424; confidence = 0.14; MISS
image = 00011; scale_factor = 1.87460; x =  530; y = 424; confidence = 0.22; MISS
image = 00011; scale_factor = 1.87460; x =  594; y = 424; confidence = 0.28; MISS
image = 00011; scale_factor = 1.87460; x =  643; y = 426; confidence = 0.28; MISS
image = 00011; scale_factor = 1.87460; x =  660; y = 433; confidence = 0.22; MISS
image = 00011; scale_factor = 1.87460; x =  742; y = 423; confidence = 0.21; HIT;  T.S. Type =  1; Width =  50
image = 00011; scale_factor = 1.87460; x =  802; y = 414; confidence = 0.34; MISS
image = 00011; scale_factor = 1.87460; x =  844; y = 428; confidence = 0.14; MISS
image = 00011; scale_factor = 1.87460; x =  916; y = 412; confidence = 0.50; MISS
image = 00011; scale_factor = 1.87460; x =  980; y = 452; confidence = 0.20; MISS
image = 00011; scale_factor = 1.87460; x =  983; y = 466; confidence = 0.14; MISS
image = 00011; scale_factor = 1.87460; x = 1040; y = 411; confidence = 0.47; MISS
image = 00011; scale_factor = 1.87460; x = 1113; y = 424; confidence = 0.15; MISS
image = 00011; scale_factor = 1.87460; x = 1177; y = 424; confidence = 0.35; MISS
image = 00011; scale_factor = 1.87460; x = 1219; y = 430; confidence = 0.39; MISS
image = 00011; scale_factor = 1.87460; x = 1279; y = 428; confidence = 0.37; MISS
image = 00011; scale_factor = 1.87460; x = 1307; y = 444; confidence = 0.04; MISS
image = 00011; scale_factor = 1.87460; x =   21; y = 477; confidence = 0.43; MISS
image = 00011; scale_factor = 1.87460; x =  118; y = 473; confidence = 0.35; MISS
image = 00011; scale_factor = 1.87460; x =  160; y = 475; confidence = 0.00; MISS
image = 00011; scale_factor = 1.87460; x =  203; y = 480; confidence = 0.31; MISS
image = 00011; scale_factor = 1.87460; x =  262; y = 478; confidence = 0.37; MISS
image = 00011; scale_factor = 1.87460; x =  316; y = 478; confidence = 0.03; MISS
image = 00011; scale_factor = 1.87460; x =  360; y = 489; confidence = 0.44; MISS
image = 00011; scale_factor = 1.87460; x =  432; y = 448; confidence = 0.26; MISS
image = 00011; scale_factor = 1.87460; x =  478; y = 478; confidence = 0.25; MISS
image = 00011; scale_factor = 1.87460; x =  528; y = 474; confidence = 0.35; MISS
image = 00011; scale_factor = 1.87460; x =  583; y = 482; confidence = 0.07; MISS
image = 00011; scale_factor = 1.87460; x =  635; y = 476; confidence = 0.25; MISS
image = 00011; scale_factor = 1.87460; x =  676; y = 481; confidence = 0.32; MISS
image = 00011; scale_factor = 1.87460; x =  780; y = 458; confidence = 0.33; MISS
image = 00011; scale_factor = 1.87460; x =  793; y = 486; confidence = 0.29; MISS
image = 00011; scale_factor = 1.87460; x =  838; y = 467; confidence = 0.30; MISS
image = 00011; scale_factor = 1.87460; x =  906; y = 478; confidence = 0.37; MISS
image = 00011; scale_factor = 1.87460; x =  981; y = 453; confidence = 0.36; MISS
image = 00011; scale_factor = 1.87460; x = 1000; y = 476; confidence = 0.35; MISS
image = 00011; scale_factor = 1.87460; x = 1060; y = 477; confidence = 0.20; MISS
image = 00011; scale_factor = 1.87460; x = 1102; y = 477; confidence = 0.41; MISS
image = 00011; scale_factor = 1.87460; x = 1190; y = 473; confidence = 0.43; MISS
image = 00011; scale_factor = 1.87460; x = 1203; y = 474; confidence = 0.31; MISS
image = 00011; scale_factor = 1.87460; x = 1284; y = 489; confidence = 0.55; MISS
image = 00011; scale_factor = 1.87460; x = 1313; y = 489; confidence = 0.34; MISS
image = 00011; scale_factor = 1.87460; x =   40; y = 528; confidence = 0.13; MISS
image = 00011; scale_factor = 1.87460; x =   97; y = 535; confidence = 0.42; MISS
image = 00011; scale_factor = 1.87460; x =  164; y = 543; confidence = 0.16; MISS
image = 00011; scale_factor = 1.87460; x =  206; y = 538; confidence = 0.29; MISS
image = 00011; scale_factor = 1.87460; x =  260; y = 481; confidence = 0.15; MISS
image = 00011; scale_factor = 1.87460; x =  333; y = 515; confidence = 0.40; MISS
image = 00011; scale_factor = 1.87460; x =  365; y = 524; confidence = 0.52; MISS
image = 00011; scale_factor = 1.87460; x =  415; y = 531; confidence = 0.13; MISS
image = 00011; scale_factor = 1.87460; x =  471; y = 535; confidence = 0.46; MISS
image = 00011; scale_factor = 1.87460; x =  530; y = 530; confidence = 0.27; MISS
image = 00011; scale_factor = 1.87460; x =  583; y = 530; confidence = 0.27; MISS
image = 00011; scale_factor = 1.87460; x =  644; y = 537; confidence = 0.44; MISS
image = 00011; scale_factor = 1.87460; x =  681; y = 504; confidence = 0.24; MISS
image = 00011; scale_factor = 1.87460; x =  762; y = 530; confidence = 0.12; MISS
image = 00011; scale_factor = 1.87460; x =  800; y = 515; confidence = 0.16; MISS
image = 00011; scale_factor = 1.87460; x =  839; y = 522; confidence = 0.30; MISS
image = 00011; scale_factor = 1.87460; x =  901; y = 526; confidence = 0.08; MISS
image = 00011; scale_factor = 1.87460; x =  938; y = 530; confidence = 0.20; MISS
image = 00011; scale_factor = 1.87460; x = 1004; y = 531; confidence = 0.37; MISS
image = 00011; scale_factor = 1.87460; x = 1050; y = 532; confidence = 0.30; MISS
image = 00011; scale_factor = 1.87460; x = 1107; y = 533; confidence = 0.29; MISS
image = 00011; scale_factor = 1.87460; x = 1151; y = 542; confidence = 0.17; MISS
image = 00011; scale_factor = 1.87460; x = 1219; y = 534; confidence = 0.25; MISS
image = 00011; scale_factor = 1.87460; x = 1264; y = 529; confidence = 0.18; MISS
image = 00011; scale_factor = 1.87460; x = 1327; y = 530; confidence = 0.14; MISS
image = 00011; scale_factor = 1.87460; x =   55; y = 586; confidence = 0.19; MISS
image = 00011; scale_factor = 1.87460; x =  114; y = 581; confidence = 0.30; MISS
image = 00011; scale_factor = 1.87460; x =  157; y = 585; confidence = 0.29; MISS
image = 00011; scale_factor = 1.87460; x =  194; y = 574; confidence = 0.02; MISS
image = 00011; scale_factor = 1.87460; x =  268; y = 574; confidence = 0.09; MISS
image = 00011; scale_factor = 1.87460; x =  324; y = 584; confidence = 0.06; MISS
image = 00011; scale_factor = 1.87460; x =  390; y = 591; confidence = 0.29; MISS
image = 00011; scale_factor = 1.87460; x =  385; y = 595; confidence = 0.29; MISS
image = 00011; scale_factor = 1.87460; x =  485; y = 608; confidence = 0.19; MISS
image = 00011; scale_factor = 1.87460; x =  532; y = 583; confidence = 0.24; MISS
image = 00011; scale_factor = 1.87460; x =  583; y = 591; confidence = 0.33; MISS
image = 00011; scale_factor = 1.87460; x =  637; y = 592; confidence = 0.31; MISS
image = 00011; scale_factor = 1.87460; x =  660; y = 592; confidence = 0.53; MISS
image = 00011; scale_factor = 1.87460; x =  728; y = 574; confidence = 0.36; MISS
image = 00011; scale_factor = 1.87460; x =  800; y = 600; confidence = 0.06; MISS
image = 00011; scale_factor = 1.87460; x =  865; y = 577; confidence = 0.25; MISS
image = 00011; scale_factor = 1.87460; x =  909; y = 578; confidence = 0.48; MISS
image = 00011; scale_factor = 1.87460; x =  954; y = 583; confidence = 0.16; MISS
image = 00011; scale_factor = 1.87460; x = 1003; y = 583; confidence = 0.23; MISS
image = 00011; scale_factor = 1.87460; x = 1038; y = 601; confidence = 0.26; MISS
image = 00011; scale_factor = 1.87460; x = 1101; y = 593; confidence = 0.31; MISS
image = 00011; scale_factor = 1.87460; x = 1172; y = 592; confidence = 0.38; MISS
image = 00011; scale_factor = 1.87460; x = 1220; y = 587; confidence = 0.05; MISS
image = 00011; scale_factor = 1.87460; x = 1272; y = 590; confidence = 0.39; MISS
image = 00011; scale_factor = 1.87460; x = 1318; y = 586; confidence = 0.32; MISS
image = 00011; scale_factor = 1.87460; x =   79; y = 638; confidence = 0.32; MISS
image = 00011; scale_factor = 1.87460; x =  120; y = 621; confidence = 0.40; MISS
image = 00011; scale_factor = 1.87460; x =  159; y = 630; confidence = 0.29; MISS
image = 00011; scale_factor = 1.87460; x =  208; y = 637; confidence = 0.25; MISS
image = 00011; scale_factor = 1.87460; x =  260; y = 636; confidence = 0.02; MISS
image = 00011; scale_factor = 1.87460; x =  319; y = 644; confidence = 0.03; MISS
image = 00011; scale_factor = 1.87460; x =  370; y = 636; confidence = 0.01; MISS
image = 00011; scale_factor = 1.87460; x =  436; y = 632; confidence = 0.44; MISS
image = 00011; scale_factor = 1.87460; x =  480; y = 633; confidence = 0.23; MISS
image = 00011; scale_factor = 1.87460; x =  539; y = 642; confidence = 0.30; MISS
image = 00011; scale_factor = 1.87460; x =  589; y = 636; confidence = 0.07; MISS
image = 00011; scale_factor = 1.87460; x =  637; y = 622; confidence = 0.30; MISS
image = 00011; scale_factor = 1.87460; x =  687; y = 631; confidence = 0.34; MISS
image = 00011; scale_factor = 1.87460; x =  742; y = 634; confidence = 0.05; MISS
image = 00011; scale_factor = 1.87460; x =  792; y = 669; confidence = 0.48; MISS
image = 00011; scale_factor = 1.87460; x =  854; y = 631; confidence = 0.29; MISS
image = 00011; scale_factor = 1.87460; x =  881; y = 647; confidence = 0.35; MISS
image = 00011; scale_factor = 1.87460; x =  956; y = 640; confidence = 0.04; MISS
image = 00011; scale_factor = 1.87460; x = 1004; y = 636; confidence = 0.27; MISS
image = 00011; scale_factor = 1.87460; x = 1048; y = 647; confidence = 0.43; MISS
image = 00011; scale_factor = 1.87460; x = 1106; y = 597; confidence = 0.40; MISS
image = 00011; scale_factor = 1.87460; x = 1124; y = 636; confidence = 0.06; MISS
image = 00011; scale_factor = 1.87460; x = 1219; y = 636; confidence = 0.30; MISS
image = 00011; scale_factor = 1.87460; x = 1277; y = 638; confidence = 0.19; MISS
image = 00011; scale_factor = 1.87460; x = 1344; y = 646; confidence = 0.40; MISS
image = 00011; scale_factor = 1.87460; x =   53; y = 691; confidence = 0.36; MISS
image = 00011; scale_factor = 1.87460; x =  107; y = 696; confidence = 0.15; MISS
image = 00011; scale_factor = 1.87460; x =  141; y = 681; confidence = 0.15; MISS
image = 00011; scale_factor = 1.87460; x =  237; y = 697; confidence = 0.20; MISS
image = 00011; scale_factor = 1.87460; x =  278; y = 695; confidence = 0.25; MISS
image = 00011; scale_factor = 1.87460; x =  320; y = 688; confidence = 0.10; MISS
image = 00011; scale_factor = 1.87460; x =  366; y = 673; confidence = 0.11; MISS
image = 00011; scale_factor = 1.87460; x =  424; y = 682; confidence = 0.20; MISS
image = 00011; scale_factor = 1.87460; x =  475; y = 689; confidence = 0.24; MISS
image = 00011; scale_factor = 1.87460; x =  553; y = 723; confidence = 0.52; MISS
image = 00011; scale_factor = 1.87460; x =  582; y = 699; confidence = 0.25; MISS
image = 00011; scale_factor = 1.87460; x =  646; y = 696; confidence = 0.22; MISS
image = 00011; scale_factor = 1.87460; x =  690; y = 690; confidence = 0.06; MISS
image = 00011; scale_factor = 1.87460; x =  777; y = 674; confidence = 0.19; MISS
image = 00011; scale_factor = 1.87460; x =  792; y = 671; confidence = 0.42; MISS
image = 00011; scale_factor = 1.87460; x =  830; y = 663; confidence = 0.28; MISS
image = 00011; scale_factor = 1.87460; x =  907; y = 689; confidence = 0.36; MISS
image = 00011; scale_factor = 1.87460; x =  952; y = 683; confidence = 0.14; MISS
image = 00011; scale_factor = 1.87460; x = 1001; y = 690; confidence = 0.16; MISS
image = 00011; scale_factor = 1.87460; x = 1055; y = 693; confidence = 0.16; MISS
image = 00011; scale_factor = 1.87460; x = 1113; y = 689; confidence = 0.33; MISS
image = 00011; scale_factor = 1.87460; x = 1184; y = 722; confidence = 0.46; MISS
image = 00011; scale_factor = 1.87460; x = 1197; y = 697; confidence = 0.44; MISS
image = 00011; scale_factor = 1.87460; x = 1280; y = 667; confidence = 0.43; MISS
image = 00011; scale_factor = 1.87460; x = 1343; y = 647; confidence = 0.41; MISS
image = 00011; scale_factor = 1.87460; x =   57; y = 720; confidence = 0.28; MISS
image = 00011; scale_factor = 1.87460; x =   92; y = 746; confidence = 0.26; MISS
image = 00011; scale_factor = 1.87460; x =  159; y = 743; confidence = 0.35; MISS
image = 00011; scale_factor = 1.87460; x =  198; y = 747; confidence = 0.40; MISS
image = 00011; scale_factor = 1.87460; x =  247; y = 782; confidence = 0.12; MISS
image = 00011; scale_factor = 1.87460; x =  282; y = 770; confidence = 0.35; MISS
image = 00011; scale_factor = 1.87460; x =  376; y = 755; confidence = 0.04; MISS
image = 00011; scale_factor = 1.87460; x =  440; y = 764; confidence = 0.29; MISS
image = 00011; scale_factor = 1.87460; x =  470; y = 742; confidence = 0.02; MISS
image = 00011; scale_factor = 1.87460; x =  530; y = 742; confidence = 0.38; MISS
image = 00011; scale_factor = 1.87460; x =  580; y = 742; confidence = 0.09; MISS
image = 00011; scale_factor = 1.87460; x =  630; y = 742; confidence = 0.09; MISS
image = 00011; scale_factor = 1.87460; x =  647; y = 716; confidence = 0.23; MISS
image = 00011; scale_factor = 1.87460; x =  742; y = 742; confidence = 0.13; MISS
image = 00011; scale_factor = 1.87460; x =  792; y = 743; confidence = 0.03; MISS
image = 00011; scale_factor = 1.87460; x =  841; y = 740; confidence = 0.02; MISS
image = 00011; scale_factor = 1.87460; x =  901; y = 737; confidence = 0.02; MISS
image = 00011; scale_factor = 1.87460; x =  937; y = 784; confidence = 0.17; MISS
image = 00011; scale_factor = 1.87460; x = 1008; y = 735; confidence = 0.19; MISS
image = 00011; scale_factor = 1.87460; x = 1060; y = 742; confidence = 0.15; MISS
image = 00011; scale_factor = 1.87460; x = 1119; y = 719; confidence = 0.18; MISS
