# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 57
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00018.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00018.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00056.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00071.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00085.ppm
delta = 89
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00089.ppm
scale_factor = 1.12; image = 00093; x =   95; y =  71; confidence = 0.57; MISS
scale_factor = 1.12; image = 00159; x =  500; y = 464; confidence = 0.15; MISS
scale_factor = 1.12; image = 00159; x =  641; y = 522; confidence = 0.35; MISS
scale_factor = 1.12; image = 00159; x =  641; y = 519; confidence = 0.18; MISS
scale_factor = 1.12; image = 00159; x =  797; y = 458; confidence = 0.37; MISS
scale_factor = 1.12; image = 00159; x =  868; y = 615; confidence = 0.22; MISS
scale_factor = 1.12; image = 00159; x =  987; y = 555; confidence = 0.08; MISS
scale_factor = 1.12; image = 00159; x = 1116; y = 502; confidence = 0.39; MISS
scale_factor = 1.12; image = 00159; x = 1163; y = 554; confidence = 0.42; MISS
scale_factor = 1.12; image = 00159; x = 1254; y = 546; confidence = 0.26; MISS
scale_factor = 1.12; image = 00159; x = 1330; y = 562; confidence = 0.49; MISS
scale_factor = 1.12; image = 00159; x =   61; y = 571; confidence = 0.01; MISS
scale_factor = 1.12; image = 00159; x =  174; y = 620; confidence = 0.11; MISS
scale_factor = 1.12; image = 00159; x =  263; y = 628; confidence = 0.39; MISS
scale_factor = 1.12; image = 00159; x =  353; y = 628; confidence = 0.50; MISS
scale_factor = 1.12; image = 00159; x =  422; y = 633; confidence = 0.23; MISS
scale_factor = 1.12; image = 00159; x =  461; y = 604; confidence = 0.01; MISS
scale_factor = 1.12; image = 00159; x =  624; y = 626; confidence = 0.19; MISS
scale_factor = 1.12; image = 00159; x =  705; y = 619; confidence = 0.31; MISS
scale_factor = 1.12; image = 00159; x =  813; y = 644; confidence = 0.09; MISS
scale_factor = 1.12; image = 00159; x =  870; y = 643; confidence = 0.02; MISS
scale_factor = 1.12; image = 00159; x =  990; y = 632; confidence = 0.34; MISS
scale_factor = 1.12; image = 00159; x = 1053; y = 635; confidence = 0.40; MISS
scale_factor = 1.12; image = 00159; x = 1170; y = 614; confidence = 0.37; MISS
scale_factor = 1.12; image = 00159; x = 1231; y = 599; confidence = 0.34; MISS
scale_factor = 1.12; image = 00159; x = 1329; y = 562; confidence = 0.51; MISS
scale_factor = 1.12; image = 00159; x =   93; y = 781; confidence = 0.16; MISS
scale_factor = 1.12; image = 00159; x =  211; y = 636; confidence = 0.28; MISS
scale_factor = 1.12; image = 00159; x =  279; y = 704; confidence = 0.22; MISS
scale_factor = 1.12; image = 00159; x =  315; y = 719; confidence = 0.03; MISS
scale_factor = 1.12; image = 00159; x =  369; y = 681; confidence = 0.08; MISS
scale_factor = 1.12; image = 00159; x =  533; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00159; x =  643; y = 627; confidence = 0.02; MISS
scale_factor = 1.12; image = 00159; x =  740; y = 656; confidence = 0.00; MISS
scale_factor = 1.12; image = 00159; x =  864; y = 712; confidence = 0.19; MISS
scale_factor = 1.12; image = 00159; x =  890; y = 715; confidence = 0.30; MISS
scale_factor = 1.12; image = 00159; x =  967; y = 708; confidence = 0.36; MISS
scale_factor = 1.12; image = 00159; x = 1083; y = 712; confidence = 0.21; MISS
scale_factor = 1.12; image = 00159; x = 1156; y = 739; confidence = 0.40; MISS
scale_factor = 1.12; image = 00159; x = 1251; y = 713; confidence = 0.28; MISS
scale_factor = 1.12; image = 00159; x = 1341; y = 712; confidence = 0.28; MISS
### Current Image = 00151; Traffic signs searched =   12; Traffic signs found =   12; Best confidence = 0.985580; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00156.ppm
scale_factor = 1.12; image = 00161; x =  115; y =  94; confidence = 0.15; MISS
scale_factor = 1.12; image = 00161; x =  134; y = 101; confidence = 0.55; MISS
scale_factor = 1.12; image = 00161; x =  268; y =  89; confidence = 0.29; MISS
scale_factor = 1.12; image = 00161; x =  349; y = 141; confidence = 0.55; MISS
scale_factor = 1.12; image = 00161; x =  445; y =  95; confidence = 0.11; MISS
scale_factor = 1.12; image = 00161; x =  536; y =  79; confidence = 0.03; MISS
scale_factor = 1.12; image = 00161; x =  624; y =  89; confidence = 0.11; MISS
scale_factor = 1.12; image = 00161; x =  712; y =  84; confidence = 0.29; MISS
scale_factor = 1.12; image = 00161; x =  798; y =  59; confidence = 0.46; MISS
scale_factor = 1.12; image = 00161; x =  870; y =  42; confidence = 0.51; MISS
scale_factor = 1.12; image = 00161; x =  995; y =  94; confidence = 0.50; MISS
scale_factor = 1.12; image = 00161; x = 1086; y =  60; confidence = 0.54; MISS
scale_factor = 1.12; image = 00161; x = 1174; y =  96; confidence = 0.33; MISS
scale_factor = 1.12; image = 00161; x = 1214; y =  85; confidence = 0.48; MISS
scale_factor = 1.12; image = 00161; x = 1329; y =  69; confidence = 0.47; MISS
scale_factor = 1.12; image = 00161; x =   91; y = 182; confidence = 0.11; MISS
scale_factor = 1.12; image = 00161; x =  190; y = 209; confidence = 0.30; MISS
scale_factor = 1.12; image = 00161; x =  287; y = 128; confidence = 0.71; MISS
scale_factor = 1.12; image = 00161; x =  404; y = 203; confidence = 0.64; MISS
scale_factor = 1.12; image = 00161; x =  393; y = 199; confidence = 0.65; MISS
scale_factor = 1.12; image = 00161; x =  559; y = 220; confidence = 0.03; MISS
scale_factor = 1.12; image = 00161; x =  611; y = 180; confidence = 0.45; MISS
scale_factor = 1.12; image = 00161; x =  694; y = 227; confidence = 0.58; MISS
scale_factor = 1.12; image = 00161; x =  810; y = 165; confidence = 0.35; MISS
scale_factor = 1.12; image = 00161; x =  882; y = 181; confidence = 0.20; MISS
scale_factor = 1.12; image = 00161; x =  967; y = 172; confidence = 0.38; MISS
scale_factor = 1.12; image = 00161; x = 1125; y = 147; confidence = 0.54; MISS
scale_factor = 1.12; image = 00161; x = 1129; y = 148; confidence = 0.52; MISS
scale_factor = 1.12; image = 00161; x = 1241; y = 183; confidence = 0.31; MISS
scale_factor = 1.12; image = 00161; x = 1316; y = 175; confidence = 0.26; MISS
scale_factor = 1.12; image = 00161; x =   89; y = 267; confidence = 0.29; MISS
scale_factor = 1.12; image = 00161; x =  195; y = 250; confidence = 0.33; MISS
scale_factor = 1.12; image = 00161; x =  282; y = 260; confidence = 0.18; MISS
scale_factor = 1.12; image = 00161; x =  355; y = 272; confidence = 0.33; MISS
scale_factor = 1.12; image = 00161; x =  400; y = 204; confidence = 0.69; MISS
scale_factor = 1.12; image = 00161; x =  580; y = 281; confidence = 0.48; MISS
scale_factor = 1.12; image = 00161; x =  607; y = 282; confidence = 0.50; MISS
scale_factor = 1.12; image = 00161; x =  695; y = 227; confidence = 0.57; MISS
scale_factor = 1.12; image = 00161; x =  761; y = 293; confidence = 0.43; MISS
scale_factor = 1.12; image = 00161; x =  880; y = 267; confidence = 0.29; MISS
scale_factor = 1.12; image = 00161; x =  981; y = 271; confidence = 0.29; MISS
scale_factor = 1.12; image = 00161; x = 1027; y = 253; confidence = 0.46; MISS
scale_factor = 1.12; image = 00161; x = 1106; y = 283; confidence = 0.41; MISS
scale_factor = 1.12; image = 00161; x = 1270; y = 285; confidence = 0.31; MISS
scale_factor = 1.12; image = 00161; x = 1332; y = 274; confidence = 0.00; MISS
scale_factor = 1.12; image = 00161; x =   91; y = 367; confidence = 0.22; MISS
scale_factor = 1.12; image = 00161; x =  184; y = 356; confidence = 0.21; MISS
scale_factor = 1.12; image = 00161; x =  263; y = 384; confidence = 0.35; MISS
scale_factor = 1.12; image = 00161; x =  369; y = 376; confidence = 0.27; MISS
scale_factor = 1.12; image = 00161; x =  400; y = 360; confidence = 0.27; MISS
scale_factor = 1.12; image = 00161; x =  534; y = 357; confidence = 0.27; MISS
scale_factor = 1.12; image = 00161; x =  649; y = 321; confidence = 0.27; MISS
scale_factor = 1.12; image = 00161; x =  684; y = 353; confidence = 0.29; MISS
scale_factor = 1.12; image = 00156; x =  838; y = 390; confidence = 0.58; HIT ***
scale_factor = 1.12; image = 00156; x =  839; y = 388; confidence = 0.58; HIT ***
scale_factor = 1.12; image = 00161; x =  951; y = 369; confidence = 0.37; MISS
scale_factor = 1.12; image = 00161; x = 1095; y = 393; confidence = 0.37; MISS
scale_factor = 1.12; image = 00161; x = 1217; y = 415; confidence = 0.32; MISS
scale_factor = 1.12; image = 00161; x = 1254; y = 338; confidence = 0.24; MISS
scale_factor = 1.12; image = 00161; x = 1332; y = 355; confidence = 0.26; MISS
scale_factor = 1.12; image = 00161; x =  138; y = 485; confidence = 0.47; MISS
scale_factor = 1.12; image = 00161; x =  158; y = 465; confidence = 0.40; MISS
scale_factor = 1.12; image = 00161; x =  263; y = 443; confidence = 0.23; MISS
scale_factor = 1.12; image = 00161; x =  353; y = 458; confidence = 0.17; MISS
scale_factor = 1.12; image = 00161; x =  414; y = 401; confidence = 0.23; MISS
scale_factor = 1.12; image = 00161; x =  530; y = 367; confidence = 0.12; MISS
scale_factor = 1.12; image = 00161; x =  636; y = 391; confidence = 0.01; MISS
scale_factor = 1.12; image = 00161; x =  689; y = 373; confidence = 0.01; MISS
scale_factor = 1.12; image = 00156; x =  841; y = 407; confidence = 0.49; HIT ***
scale_factor = 1.12; image = 00161; x =  858; y = 450; confidence = 0.58; MISS
scale_factor = 1.12; image = 00161; x =  940; y = 413; confidence = 0.42; MISS
scale_factor = 1.12; image = 00161; x = 1088; y = 452; confidence = 0.32; MISS
scale_factor = 1.12; image = 00161; x = 1166; y = 503; confidence = 0.43; MISS
scale_factor = 1.12; image = 00161; x = 1251; y = 444; confidence = 0.23; MISS
scale_factor = 1.12; image = 00161; x = 1334; y = 450; confidence = 0.42; MISS
scale_factor = 1.12; image = 00161; x =  148; y = 532; confidence = 0.49; MISS
scale_factor = 1.12; image = 00161; x =  161; y = 542; confidence = 0.41; MISS
scale_factor = 1.12; image = 00161; x =  270; y = 528; confidence = 0.02; MISS
scale_factor = 1.12; image = 00161; x =  359; y = 526; confidence = 0.24; MISS
scale_factor = 1.12; image = 00161; x =  363; y = 548; confidence = 0.33; MISS
scale_factor = 1.12; image = 00161; x =  533; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00161; x =  622; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00161; x =  711; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00161; x =  856; y = 465; confidence = 0.06; MISS
scale_factor = 1.12; image = 00161; x =  903; y = 495; confidence = 0.58; MISS
scale_factor = 1.12; image = 00161; x =  967; y = 559; confidence = 0.38; MISS
scale_factor = 1.12; image = 00161; x = 1044; y = 569; confidence = 0.53; MISS
scale_factor = 1.12; image = 00161; x = 1127; y = 533; confidence = 0.59; MISS
scale_factor = 1.12; image = 00161; x = 1298; y = 564; confidence = 0.53; MISS
scale_factor = 1.12; image = 00161; x = 1299; y = 564; confidence = 0.50; MISS
scale_factor = 1.12; image = 00161; x =   89; y = 623; confidence = 0.49; MISS
scale_factor = 1.12; image = 00161; x =  141; y = 695; confidence = 0.73; MISS
scale_factor = 1.12; image = 00161; x =  246; y = 612; confidence = 0.56; MISS
scale_factor = 1.12; image = 00161; x =  326; y = 587; confidence = 0.36; MISS
scale_factor = 1.12; image = 00161; x =  369; y = 589; confidence = 0.00; MISS
scale_factor = 1.12; image = 00161; x =  533; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00161; x =  622; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00161; x =  711; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00161; x =  800; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00161; x =  945; y = 571; confidence = 0.20; MISS
scale_factor = 1.12; image = 00161; x =  984; y = 620; confidence = 0.36; MISS
scale_factor = 1.12; image = 00161; x = 1041; y = 567; confidence = 0.58; MISS
scale_factor = 1.12; image = 00161; x = 1113; y = 670; confidence = 0.48; MISS
scale_factor = 1.12; image = 00161; x = 1212; y = 553; confidence = 0.18; MISS
scale_factor = 1.12; image = 00161; x = 1299; y = 568; confidence = 0.56; MISS
scale_factor = 1.12; image = 00161; x =   92; y = 735; confidence = 0.43; MISS
scale_factor = 1.12; image = 00161; x =  148; y = 724; confidence = 0.69; MISS
scale_factor = 1.12; image = 00161; x =  243; y = 678; confidence = 0.34; MISS
scale_factor = 1.12; image = 00161; x =  284; y = 662; confidence = 0.15; MISS
scale_factor = 1.12; image = 00161; x =  444; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00161; x =  533; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00161; x =  622; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00161; x =  711; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00161; x =  800; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00161; x =  957; y = 658; confidence = 0.11; MISS
scale_factor = 1.12; image = 00161; x =  972; y = 636; confidence = 0.22; MISS
scale_factor = 1.12; image = 00161; x = 1112; y = 669; confidence = 0.50; MISS
scale_factor = 1.12; image = 00161; x = 1161; y = 716; confidence = 0.39; MISS
scale_factor = 1.12; image = 00161; x = 1271; y = 713; confidence = 0.56; MISS
scale_factor = 1.12; image = 00161; x = 1337; y = 723; confidence = 0.12; MISS
### Current Image = 00156; Traffic signs searched =   13; Traffic signs found =   13; Best confidence = 0.580389; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00157.ppm
scale_factor = 1.12; image = 00162; x =   87; y =  73; confidence = 0.63; MISS
scale_factor = 1.12; image = 00162; x =  126; y =  69; confidence = 0.59; MISS
scale_factor = 1.12; image = 00162; x =  234; y = 115; confidence = 0.39; MISS
scale_factor = 1.12; image = 00162; x =  356; y =  89; confidence = 0.17; MISS
scale_factor = 1.12; image = 00162; x =  437; y = 121; confidence = 0.56; MISS
scale_factor = 1.12; image = 00162; x =  528; y =  84; confidence = 0.25; MISS
scale_factor = 1.12; image = 00162; x =  642; y =  84; confidence = 0.23; MISS
scale_factor = 1.12; image = 00162; x =  700; y =  83; confidence = 0.03; MISS
scale_factor = 1.12; image = 00162; x =  850; y = 141; confidence = 0.53; MISS
scale_factor = 1.12; image = 00162; x =  910; y = 126; confidence = 0.62; MISS
scale_factor = 1.12; image = 00162; x =  997; y = 119; confidence = 0.44; MISS
scale_factor = 1.12; image = 00162; x = 1093; y =  82; confidence = 0.49; MISS
scale_factor = 1.12; image = 00162; x = 1172; y =  90; confidence = 0.56; MISS
scale_factor = 1.12; image = 00162; x = 1266; y = 133; confidence = 0.32; MISS
scale_factor = 1.12; image = 00162; x = 1347; y = 101; confidence = 0.46; MISS
scale_factor = 1.12; image = 00162; x =   77; y = 183; confidence = 0.38; MISS
scale_factor = 1.12; image = 00162; x =  213; y = 199; confidence = 0.53; MISS
scale_factor = 1.12; image = 00162; x =  253; y = 201; confidence = 0.25; MISS
scale_factor = 1.12; image = 00162; x =  333; y = 139; confidence = 0.42; MISS
scale_factor = 1.12; image = 00162; x =  435; y = 124; confidence = 0.49; MISS
scale_factor = 1.12; image = 00162; x =  541; y = 184; confidence = 0.13; MISS
scale_factor = 1.12; image = 00162; x =  632; y = 175; confidence = 0.25; MISS
scale_factor = 1.12; image = 00162; x =  736; y = 201; confidence = 0.42; MISS
scale_factor = 1.12; image = 00162; x =  787; y = 190; confidence = 0.24; MISS
scale_factor = 1.12; image = 00162; x =  898; y = 180; confidence = 0.47; MISS
scale_factor = 1.12; image = 00162; x =  898; y = 178; confidence = 0.48; MISS
scale_factor = 1.12; image = 00162; x = 1068; y = 175; confidence = 0.33; MISS
scale_factor = 1.12; image = 00162; x = 1129; y = 200; confidence = 0.24; MISS
scale_factor = 1.12; image = 00162; x = 1263; y = 161; confidence = 0.25; MISS
scale_factor = 1.12; image = 00162; x = 1328; y = 210; confidence = 0.42; MISS
scale_factor = 1.12; image = 00162; x =   36; y = 295; confidence = 0.52; MISS
scale_factor = 1.12; image = 00162; x =  197; y = 274; confidence = 0.35; MISS
scale_factor = 1.12; image = 00162; x =  264; y = 298; confidence = 0.46; MISS
scale_factor = 1.12; image = 00162; x =  351; y = 274; confidence = 0.30; MISS
scale_factor = 1.12; image = 00162; x =  423; y = 320; confidence = 0.47; MISS
scale_factor = 1.12; image = 00162; x =  558; y = 285; confidence = 0.49; MISS
scale_factor = 1.12; image = 00162; x =  628; y = 260; confidence = 0.00; MISS
scale_factor = 1.12; image = 00162; x =  734; y = 202; confidence = 0.31; MISS
scale_factor = 1.12; image = 00162; x =  793; y = 266; confidence = 0.29; MISS
scale_factor = 1.12; image = 00162; x =  872; y = 240; confidence = 0.58; MISS
scale_factor = 1.12; image = 00162; x =  964; y = 275; confidence = 0.30; MISS
scale_factor = 1.12; image = 00162; x = 1056; y = 255; confidence = 0.38; MISS
scale_factor = 1.12; image = 00162; x = 1137; y = 274; confidence = 0.42; MISS
scale_factor = 1.12; image = 00162; x = 1220; y = 275; confidence = 0.45; MISS
scale_factor = 1.12; image = 00162; x = 1327; y = 208; confidence = 0.40; MISS
scale_factor = 1.12; image = 00162; x =   70; y = 347; confidence = 0.39; MISS
scale_factor = 1.12; image = 00162; x =  193; y = 331; confidence = 0.29; MISS
scale_factor = 1.12; image = 00157; x =  269; y = 353; confidence = 0.62; HIT ***
scale_factor = 1.12; image = 00162; x =  357; y = 346; confidence = 0.25; MISS
scale_factor = 1.12; image = 00162; x =  425; y = 320; confidence = 0.48; MISS
scale_factor = 1.12; image = 00162; x =  558; y = 352; confidence = 0.33; MISS
scale_factor = 1.12; image = 00162; x =  619; y = 317; confidence = 0.29; MISS
scale_factor = 1.12; image = 00162; x =  706; y = 360; confidence = 0.18; MISS
scale_factor = 1.12; image = 00162; x =  824; y = 424; confidence = 0.62; MISS
scale_factor = 1.12; image = 00157; x =  894; y = 376; confidence = 0.62; HIT ***
scale_factor = 1.12; image = 00162; x = 1020; y = 355; confidence = 0.42; MISS
scale_factor = 1.12; image = 00162; x = 1024; y = 374; confidence = 0.47; MISS
scale_factor = 1.12; image = 00162; x = 1135; y = 276; confidence = 0.44; MISS
scale_factor = 1.12; image = 00162; x = 1216; y = 276; confidence = 0.48; MISS
scale_factor = 1.12; image = 00162; x = 1327; y = 301; confidence = 0.25; MISS
scale_factor = 1.12; image = 00162; x =   97; y = 433; confidence = 0.18; MISS
scale_factor = 1.12; image = 00162; x =  168; y = 427; confidence = 0.29; MISS
scale_factor = 1.12; image = 00162; x =  267; y = 445; confidence = 0.17; MISS
scale_factor = 1.12; image = 00162; x =  351; y = 464; confidence = 0.42; MISS
scale_factor = 1.12; image = 00162; x =  458; y = 425; confidence = 0.40; MISS
scale_factor = 1.12; image = 00162; x =  531; y = 444; confidence = 0.06; MISS
scale_factor = 1.12; image = 00162; x =  633; y = 449; confidence = 0.19; MISS
scale_factor = 1.12; image = 00162; x =  764; y = 380; confidence = 0.44; MISS
scale_factor = 1.12; image = 00162; x =  827; y = 425; confidence = 0.61; MISS
scale_factor = 1.12; image = 00162; x =  887; y = 449; confidence = 0.43; MISS
scale_factor = 1.12; image = 00162; x = 1023; y = 372; confidence = 0.21; MISS
scale_factor = 1.12; image = 00162; x = 1059; y = 464; confidence = 0.39; MISS
scale_factor = 1.12; image = 00162; x = 1156; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00162; x = 1245; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00162; x = 1334; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00162; x =   97; y = 574; confidence = 0.62; MISS
scale_factor = 1.12; image = 00162; x =  180; y = 538; confidence = 0.38; MISS
